gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts,line
20140316BOSNOP,0021300990,BOS,NOP,NOP,total, ,265,47,94,3,15,24,28, ,12,32,44,25,17,8,12,9,8,121,-240
20140316SACMIN,0021300991,SAC,MIN,SAC,total, ,240,41,85,6,19,14,19, ,11,37,48,17,25,5,16,4,5,102,400
20140316SACMIN,0021300991,SAC,MIN,MIN,total, ,240,34,78,6,17,30,38, ,7,28,35,23,17,9,9,5,4,104,-500
20140316DALOKC,0021300992,DAL,OKC,DAL,total, ,240,40,75,13,24,16,20, ,8,34,42,26,17,9,18,4,4,109,250
20140316DALOKC,0021300992,DAL,OKC,OKC,total, ,240,29,79,9,29,19,27, ,10,23,33,17,21,5,14,4,4,86,-300
20140316UTASAS,0021300993,UTA,SAS,UTA,total, ,240,42,91,5,11,15,21, ,13,26,39,19,18,8,8,3,5,104,1500
20140316UTASAS,0021300993,UTA,SAS,SAS,total, ,240,49,78,10,16,14,19, ,4,36,40,31,19,4,12,5,3,122,-3000
20140316GSWPOR,0021300994,GSW,POR,GSW,total, ,240,42,88,11,30,18,22, ,10,31,41,17,29,7,12,7,4,113,-135
20140316GSWPOR,0021300994,GSW,POR,POR,total, ,240,37,88,12,28,26,30, ,12,36,48,25,16,6,12,4,7,112,115
20140316CLELAC,0021300995,CLE,LAC,CLE,total, ,240,29,83,8,24,14,20, ,16,32,48,19,17,2,17,1,3,80,595
20140316CLELAC,0021300995,CLE,LAC,LAC,total, ,240,42,94,8,28,10,15, ,10,31,41,32,20,8,5,3,1,102,-755
20140317ATLCHA,0021300996,ATL,CHA,ATL,total, ,240,39,85,13,34,6,7, ,10,41,51,27,20,3,13,9,7,97,130
20140317ATLCHA,0021300996,ATL,CHA,CHA,total, ,240,30,85,9,25,14,16, ,10,32,42,22,15,4,6,7,9,83,-150
20140317PHIIND,0021300997,PHI,IND,PHI,total, ,240,35,81,9,23,11,20, ,11,34,45,21,33,3,18,6,4,90,3056
20140317PHIIND,0021300997,PHI,IND,IND,total, ,240,31,81,6,18,31,38, ,16,36,52,13,17,9,15,4,6,99,-5069
20140317PHXBKN,0021300998,PHX,BKN,PHX,total, ,240,37,80,6,22,15,28, ,12,28,40,18,24,9,16,2,3,95,150
20140317PHXBKN,0021300998,PHX,BKN,BKN,total, ,240,41,70,9,21,17,27, ,6,30,36,23,24,12,16,3,2,108,-170
20140317OKCCHI,0021300999,OKC,CHI,OKC,total, ,240,31,75,13,25,22,28, ,6,40,46,20,27,3,11,6,4,97,125
20140317OKCCHI,0021300999,OKC,CHI,CHI,total, ,240,29,84,5,22,22,31, ,13,33,46,21,15,7,5,4,6,85,-145
20140317UTAHOU,0021301000,UTA,HOU,UTA,total, ,240,34,83,4,18,14,18, ,9,25,34,21,25,9,19,4,12,86,800
20140317UTAHOU,0021301000,UTA,HOU,HOU,total, ,240,46,79,13,25,19,26, ,8,38,46,31,22,7,19,12,4,124,-1100
20140317BOSDAL,0021301001,BOS,DAL,BOS,total, ,240,34,93,9,22,12,14, ,21,36,57,20,19,8,16,1,4,89,650
20140317BOSDAL,0021301001,BOS,DAL,DAL,total, ,240,33,78,9,27,19,21, ,6,30,36,20,17,7,13,4,1,94,-1000
20140317LACDEN,0021301002,LAC,DEN,LAC,total, ,240,36,92,5,21,23,25, ,16,27,43,22,28,13,15,5,4,100,-200
20140317LACDEN,0021301002,LAC,DEN,DEN,total, ,240,38,93,6,25,28,33, ,19,36,55,22,23,11,16,4,5,110,170
20140318MIACLE,0021301003,MIA,CLE,MIA,total, ,240,34,75,12,30,20,31, ,7,29,36,22,18,10,14,7,5,100,-700
20140318MIACLE,0021301003,MIA,CLE,CLE,total, ,240,37,72,7,22,15,22, ,4,37,41,27,28,6,19,5,7,96,500
20140318TORATL,0021301004,TOR,ATL,TOR,total, ,265,40,81,7,24,26,29, ,8,42,50,21,31,2,15,3,0,113,-150
20140318TORATL,0021301004,TOR,ATL,ATL,total, ,265,40,94,11,34,27,31, ,10,30,40,24,24,9,7,0,3,118,130
20140318MILPOR,0021301005,MIL,POR,MIL,total, ,265,45,98,8,17,17,26, ,12,41,53,28,31,10,19,3,5,115,850
20140318MILPOR,0021301005,MIL,POR,POR,total, ,265,42,97,12,39,24,27, ,11,36,47,25,22,6,16,5,3,120,-1500
20140318WASSAC,0021301006,WAS,SAC,WAS,total, ,265,40,91,11,28,20,30, ,11,30,41,28,32,11,15,2,2,111,-125
20140318WASSAC,0021301006,WAS,SAC,SAC,total, ,265,40,87,6,18,31,40, ,16,41,57,18,29,8,20,2,2,117,105
20140318ORLGSW,0021301007,ORL,GSW,ORL,total, ,240,35,77,4,13,15,20, ,5,35,40,22,17,2,16,2,2,89,750
20140318ORLGSW,0021301007,ORL,GSW,GSW,total, ,240,37,82,10,27,19,21, ,9,35,44,21,19,7,11,2,2,103,-1200
20140319CHIPHI,0021301008,CHI,PHI,CHI,total, ,240,36,83,8,15,22,27, ,14,38,52,22,19,4,15,8,6,102,-1500
20140319CHIPHI,0021301008,CHI,PHI,PHI,total, ,240,37,81,11,24,9,19, ,9,29,38,22,21,13,11,6,8,94,850
20140319MIABOS,0021301009,MIA,BOS,MIA,total, ,240,40,81,4,17,12,15, ,11,26,37,29,15,9,12,5,2,96,-200
20140319MIABOS,0021301009,MIA,BOS,BOS,total, ,240,39,77,13,28,10,12, ,9,27,36,29,18,1,13,2,5,101,170
20140319CHABKN,0021301010,CHA,BKN,CHA,total, ,240,40,85,9,27,10,12, ,15,36,51,27,26,2,15,5,2,99,230
20140319CHABKN,0021301010,CHA,BKN,BKN,total, ,240,37,75,9,20,21,35, ,8,31,39,19,17,7,7,2,5,104,-270
20140319UTAMEM,0021301011,UTA,MEM,UTA,total, ,240,37,84,7,18,5,10, ,10,29,39,20,22,7,15,2,5,86,650
20140319UTAMEM,0021301011,UTA,MEM,MEM,total, ,240,36,81,2,11,22,25, ,11,35,46,21,18,9,12,5,2,96,-1000
20140319TORNOP,0021301012,TOR,NOP,TOR,total, ,240,36,86,9,22,26,32, ,22,26,48,20,20,8,11,5,6,107,-145
20140319TORNOP,0021301012,TOR,NOP,NOP,total, ,240,36,67,4,13,24,32, ,5,29,34,16,25,4,12,6,5,100,125
20140319INDNYK,0021301013,IND,NYK,IND,total, ,240,31,73,5,23,19,27, ,6,34,40,12,25,3,13,5,2,86,-125
20140319INDNYK,0021301013,IND,NYK,NYK,total, ,240,32,82,4,17,24,29, ,10,35,45,15,26,6,10,2,5,92,105
20140319MINDAL,0021301014,MIN,DAL,MIN,total, ,265,44,92,10,29,25,31, ,8,38,46,25,18,8,13,4,4,123,175
20140319MINDAL,0021301014,MIN,DAL,DAL,total, ,265,47,95,9,27,19,25, ,10,41,51,26,25,9,16,4,4,122,-210
20140319DETDEN,0021301015,DET,DEN,DET,total, ,240,43,95,10,26,13,19, ,12,31,43,22,20,8,12,4,5,109,250
20140319DETDEN,0021301015,DET,DEN,DEN,total, ,240,44,86,11,27,19,27, ,10,36,46,27,24,7,12,5,4,118,-300
20140319ORLPHX,0021301016,ORL,PHX,ORL,total, ,240,32,80,6,13,23,30, ,13,30,43,18,15,9,19,3,6,93,700
20140319ORLPHX,0021301016,ORL,PHX,PHX,total, ,240,45,89,11,25,8,12, ,10,33,43,22,22,11,16,6,3,109,-1100
20140319SASLAL,0021301017,SAS,LAL,SAS,total, ,240,50,95,12,27,13,16, ,9,43,52,34,21,9,12,6,6,125,-1600
20140319SASLAL,0021301017,SAS,LAL,LAL,total, ,240,39,91,9,26,22,29, ,12,34,46,19,19,10,12,6,6,109,900
20140320OKCCLE,0021301018,OKC,CLE,OKC,total, ,240,38,89,10,31,16,20, ,18,35,53,21,21,8,16,7,0,102,400
20140320OKCCLE,0021301018,OKC,CLE,CLE,total, ,240,36,81,8,22,15,24, ,9,27,36,27,20,9,12,0,7,95,-500
20140320MINHOU,0021301019,MIN,HOU,MIN,total, ,240,38,87,12,28,18,23, ,14,26,40,28,16,6,14,3,7,106,270
20140320MINHOU,0021301019,MIN,HOU,HOU,total, ,240,49,85,16,38,15,19, ,9,35,44,36,20,11,15,7,3,129,-330
20140320WASPOR,0021301020,WAS,POR,WAS,total, ,240,38,90,12,27,15,17, ,15,28,43,25,21,5,11,5,1,103,190
20140320WASPOR,0021301020,WAS,POR,POR,total, ,240,41,81,14,35,20,25, ,11,32,43,32,18,5,9,1,5,116,-230
20140320MILGSW,0021301021,MIL,GSW,MIL,total, ,240,39,80,3,12,29,39, ,7,29,36,23,21,7,10,1,3,110,800
20140320MILGSW,0021301021,MIL,GSW,GSW,total, ,240,43,80,8,27,21,25, ,8,34,42,26,28,6,15,3,1,115,-1100
20140321CHIIND,0021301022,CHI,IND,CHI,total, ,240,28,77,5,11,18,24, ,10,26,36,17,25,12,13,10,9,79,220
20140321CHIIND,0021301022,CHI,IND,IND,total, ,240,34,79,2,11,21,25, ,13,38,51,27,18,4,16,9,10,91,-260
20140321NYKPHI,0021301023,NYK,PHI,NYK,total, ,240,34,82,7,29,18,25, ,9,38,47,29,17,6,11,2,1,93,-1000
20140321NYKPHI,0021301023,NYK,PHI,PHI,total, ,240,34,91,10,41,14,21, ,19,34,53,20,22,8,10,1,2,92,700
20140321OKCTOR,0021301024,OKC,TOR,OKC,total, ,290,38,98,12,36,31,38, ,9,38,47,18,30,10,14,4,8,119,135
20140321OKCTOR,0021301024,OKC,TOR,TOR,total, ,290,41,101,8,29,28,33, ,14,43,57,17,32,10,18,8,4,118,-155
20140321NOPATL,0021301025,NOP,ATL,NOP,total, ,240,36,70,4,13,35,43, ,7,33,40,20,28,10,15,6,3,111,200
20140321NOPATL,0021301025,NOP,ATL,ATL,total, ,240,38,85,8,28,21,27, ,8,26,34,22,29,7,16,3,6,105,-240
20140321BOSBKN,0021301026,BOS,BKN,BOS,total, ,240,35,83,9,27,19,23, ,12,25,37,20,18,7,11,3,3,98,320
20140321BOSBKN,0021301026,BOS,BKN,BKN,total, ,240,44,78,9,17,17,24, ,7,32,39,30,17,6,11,3,3,114,-400
20140321MEMMIA,0021301027,MEM,MIA,MEM,total, ,240,36,79,3,14,11,17, ,15,28,43,17,19,7,15,1,5,86,170
20140321MEMMIA,0021301027,MEM,MIA,MIA,total, ,240,35,75,7,20,14,16, ,10,24,34,20,18,9,14,5,1,91,-200
20140321DENDAL,0021301028,DEN,DAL,DEN,total, ,240,40,81,13,30,13,21, ,10,25,35,24,19,8,16,4,5,106,330
20140321DENDAL,0021301028,DEN,DAL,DAL,total, ,240,48,89,12,22,14,17, ,15,33,48,28,18,11,16,5,4,122,-400
20140321DETPHX,0021301029,DET,PHX,DET,total, ,240,39,90,4,16,10,26, ,14,39,53,22,27,8,19,3,7,92,330
20140321DETPHX,0021301029,DET,PHX,PHX,total, ,240,33,73,8,25,24,35, ,4,35,39,17,21,11,11,7,3,98,-400
20140321SASSAC,0021301030,SAS,SAC,SAS,total, ,240,36,93,5,25,22,27, ,13,39,52,18,17,7,9,7,9,99,-370
20140321SASSAC,0021301030,SAS,SAC,SAC,total, ,240,32,80,4,14,11,18, ,7,41,48,17,22,3,15,9,7,79,310
20140321WASLAL,0021301031,WAS,LAL,WAS,total, ,240,42,87,10,25,23,29, ,9,35,44,21,22,9,19,7,5,117,-200
20140321WASLAL,0021301031,WAS,LAL,LAL,total, ,240,43,91,7,19,14,23, ,11,33,44,32,22,12,21,5,7,107,170
20140322PORCHA,0021301032,POR,CHA,POR,total, ,240,34,84,9,27,17,22, ,8,28,36,17,18,4,9,3,8,94,100
20140322PORCHA,0021301032,POR,CHA,CHA,total, ,240,49,94,8,19,18,19, ,12,38,50,28,19,7,5,8,3,124,-120
20140322HOUCLE,0021301033,HOU,CLE,HOU,total, ,240,38,79,12,35,30,34, ,5,26,31,31,18,9,13,10,4,118,-400
20140322HOUCLE,0021301033,HOU,CLE,CLE,total, ,240,46,92,6,17,13,17, ,13,36,49,32,27,7,16,4,10,111,330
20140322PHICHI,0021301034,PHI,CHI,PHI,total, ,240,30,87,1,20,20,22, ,19,29,48,11,23,3,10,6,9,81,1500
20140322PHICHI,0021301034,PHI,CHI,CHI,total, ,240,31,70,5,14,24,31, ,11,33,44,23,20,6,15,9,6,91,-3000
20140322INDMEM,0021301035,IND,MEM,IND,total, ,240,27,74,6,15,11,14, ,8,27,35,14,19,7,10,5,8,71,130
20140322INDMEM,0021301035,IND,MEM,MEM,total, ,240,33,75,5,13,11,17, ,10,37,47,14,18,4,12,8,5,82,-150
20140322MIANOP,0021301036,MIA,NOP,MIA,total, ,240,37,73,8,26,13,17, ,5,28,33,27,19,4,15,6,4,95,-220
20140322MIANOP,0021301036,MIA,NOP,NOP,total, ,240,43,84,7,17,12,17, ,11,27,38,23,14,12,6,4,6,105,190
20140322ORLUTA,0021301037,ORL,UTA,ORL,total, ,240,31,79,7,17,19,24, ,6,39,45,20,23,7,13,5,6,88,170
20140322ORLUTA,0021301037,ORL,UTA,UTA,total, ,240,29,75,11,27,20,26, ,6,33,39,17,20,6,14,6,5,89,-200
20140322SASGSW,0021301038,SAS,GSW,SAS,total, ,240,35,89,10,28,19,25, ,9,31,40,24,18,10,11,6,8,99,140
20140322SASGSW,0021301038,SAS,GSW,GSW,total, ,240,31,77,3,15,25,29, ,11,43,54,21,20,4,18,8,6,90,-160
20140322DETLAC,0021301039,DET,LAC,DET,total, ,240,42,93,12,29,7,13, ,16,30,46,29,15,9,15,2,10,103,900
20140322DETLAC,0021301039,DET,LAC,LAC,total, ,240,45,83,11,29,11,17, ,7,33,40,31,15,13,13,10,2,112,-1300
20140323ATLTOR,0021301040,ATL,TOR,ATL,total, ,240,33,76,5,20,15,20, ,8,30,38,17,19,13,16,2,4,86,280
20140323ATLTOR,0021301040,ATL,TOR,TOR,total, ,240,34,80,8,24,20,28, ,12,33,45,17,19,12,16,4,2,96,-340
20140323PHXMIN,0021301041,PHX,MIN,PHX,total, ,240,46,80,12,27,23,29, ,9,33,42,16,29,5,19,4,3,127,120
20140323PHXMIN,0021301041,PHX,MIN,MIN,total, ,240,40,91,8,23,32,37, ,16,22,38,25,24,9,12,3,4,120,-140
20140323WASDEN,0021301042,WAS,DEN,WAS,total, ,240,41,85,5,15,15,18, ,12,34,46,20,20,8,24,7,6,102,100
20140323WASDEN,0021301042,WAS,DEN,DEN,total, ,240,40,91,11,27,14,18, ,10,28,38,26,20,15,15,6,7,105,-120
20140323MILSAC,0021301043,MIL,SAC,MIL,total, ,240,42,85,4,18,19,30, ,11,29,40,25,31,3,12,6,3,107,300
20140323MILSAC,0021301043,MIL,SAC,SAC,total, ,240,44,86,7,20,29,36, ,13,31,44,19,23,5,10,3,6,124,-360
20140323BKNDAL,0021301044,BKN,DAL,BKN,total, ,265,34,84,11,30,28,33, ,14,33,47,17,29,8,13,2,9,107,170
20140323BKNDAL,0021301044,BKN,DAL,DAL,total, ,265,35,91,10,31,24,31, ,18,34,52,21,25,2,13,9,2,104,-200
20140323CLENYK,0021301045,CLE,NYK,CLE,total, ,240,42,69,9,18,13,17, ,3,30,33,17,18,5,13,3,2,106,450
20140323CLENYK,0021301045,CLE,NYK,NYK,total, ,240,35,77,12,27,18,19, ,9,25,34,21,13,7,12,2,3,100,-600
20140323ORLLAL,0021301046,ORL,LAL,ORL,total, ,240,37,82,6,19,14,17, ,13,33,46,26,24,5,18,3,4,94,165
20140323ORLLAL,0021301046,ORL,LAL,LAL,total, ,240,37,80,6,16,23,29, ,7,27,34,20,16,9,14,4,3,103,-190
20140324HOUCHA,0021301047,HOU,CHA,HOU,total, ,240,39,82,12,27,10,18, ,11,31,42,22,24,5,12,7,4,100,-210
20140324HOUCHA,0021301047,HOU,CHA,CHA,total, ,240,32,86,4,21,21,25, ,13,25,38,12,18,7,9,4,7,89,175
20140324PHXATL,0021301048,PHX,ATL,PHX,total, ,240,38,74,12,24,14,16, ,7,32,39,21,25,10,18,1,3,102,120
20140324PHXATL,0021301048,PHX,ATL,ATL,total, ,240,30,72,8,23,27,33, ,7,25,32,18,19,8,17,3,1,95,-140
20140324PORMIA,0021301049,POR,MIA,POR,total, ,240,28,74,11,39,24,27, ,10,34,44,18,17,6,15,2,4,91,240
20140324PORMIA,0021301049,POR,MIA,MIA,total, ,240,37,84,5,15,14,23, ,13,35,48,16,24,14,9,4,2,93,-280
20140324INDCHI,0021301050,IND,CHI,IND,total, ,240,27,73,4,10,19,21, ,6,36,42,11,21,5,15,4,7,77,105
20140324INDCHI,0021301050,IND,CHI,CHI,total, ,240,35,84,4,15,15,16, ,9,37,46,22,20,7,10,7,4,89,-125
20140324MINMEM,0021301051,MIN,MEM,MIN,total, ,240,34,90,7,24,17,20, ,14,28,42,19,14,7,10,4,4,92,280
20140324MINMEM,0021301051,MIN,MEM,MEM,total, ,240,48,91,6,12,7,13, ,16,38,54,25,19,4,14,4,4,109,-340
20140324BKNNOP,0021301052,BKN,NOP,BKN,total, ,265,33,90,10,40,28,32, ,15,31,46,16,21,9,11,4,5,104,100
20140324BKNNOP,0021301052,BKN,NOP,NOP,total, ,265,40,85,9,20,20,27, ,14,39,53,19,26,7,15,5,4,109,-120
20140324DENOKC,0021301053,DEN,OKC,DEN,total, ,240,30,77,9,28,27,40, ,12,30,42,20,25,7,20,2,6,96,550
20140324DENOKC,0021301053,DEN,OKC,OKC,total, ,240,45,89,11,22,16,21, ,7,33,40,32,33,13,14,6,2,117,-750
20140324PHISAS,0021301054,PHI,SAS,PHI,total, ,240,36,88,11,33,8,18, ,12,25,37,22,15,13,13,3,4,91,2000
20140324PHISAS,0021301054,PHI,SAS,SAS,total, ,240,44,79,13,27,12,16, ,6,41,47,31,17,9,17,4,3,113,-5000
20140324DETUTA,0021301055,DET,UTA,DET,total, ,240,46,83,9,17,13,18, ,16,37,53,23,19,6,13,2,2,114,-130
20140324DETUTA,0021301055,DET,UTA,UTA,total, ,240,34,83,7,27,19,28, ,12,21,33,16,17,7,7,2,2,94,110
20140324MILLAC,0021301056,MIL,LAC,MIL,total, ,240,41,85,5,13,11,16, ,11,27,38,27,18,6,10,2,6,98,1750
20140324MILLAC,0021301056,MIL,LAC,LAC,total, ,240,38,78,8,18,22,27, ,7,33,40,29,17,7,13,6,2,106,-3600
20140325TORCLE,0021301057,TOR,CLE,TOR,total, ,240,35,88,14,32,16,26, ,13,25,38,30,24,6,7,3,9,100,-180
20140325TORCLE,0021301057,TOR,CLE,CLE,total, ,240,36,70,4,13,26,33, ,10,39,49,27,22,6,14,9,3,102,160
20140325PORORL,0021301058,POR,ORL,POR,total, ,240,32,86,7,26,14,17, ,16,34,50,17,14,4,15,4,3,85,-250
20140325PORORL,0021301058,POR,ORL,ORL,total, ,240,37,85,6,17,15,22, ,16,34,50,19,16,10,13,3,4,95,210
20140325OKCDAL,0021301059,OKC,DAL,OKC,total, ,265,46,93,12,33,15,19, ,10,28,38,27,30,9,21,2,4,119,130
20140325OKCDAL,0021301059,OKC,DAL,DAL,total, ,265,45,90,15,38,23,28, ,12,36,48,27,22,14,20,4,2,128,-150
20140325NYKLAL,0021301060,NYK,LAL,NYK,total, ,240,36,74,4,15,20,27, ,8,24,32,23,16,9,15,4,2,96,-320
20140325NYKLAL,0021301060,NYK,LAL,LAL,total, ,240,48,83,18,28,13,15, ,8,30,38,32,23,10,16,2,4,127,260
20140326BKNCHA,0021301061,BKN,CHA,BKN,total, ,265,40,83,17,37,14,16, ,3,29,32,29,25,5,9,4,1,111,110
20140326BKNCHA,0021301061,BKN,CHA,CHA,total, ,265,46,92,8,21,16,23, ,15,34,49,27,16,3,8,1,4,116,-130
20140326PHXWAS,0021301062,PHX,WAS,PHX,total, ,240,37,75,14,28,11,12, ,6,33,39,22,18,8,19,4,1,99,105
20140326PHXWAS,0021301062,PHX,WAS,WAS,total, ,240,37,81,6,19,13,21, ,7,28,35,21,13,9,14,1,4,93,-125
20140326TORBOS,0021301063,TOR,BOS,TOR,total, ,240,36,80,11,23,16,18, ,11,37,48,17,21,4,16,3,5,99,-160
20140326TORBOS,0021301063,TOR,BOS,BOS,total, ,240,32,79,9,22,17,22, ,8,28,36,23,16,8,9,5,3,90,140
20140326CLEDET,0021301064,CLE,DET,CLE,total, ,240,37,85,9,26,14,24, ,13,32,45,18,13,3,10,2,5,97,210
20140326CLEDET,0021301064,CLE,DET,DET,total, ,240,39,84,11,26,7,13, ,11,37,48,27,18,5,11,5,2,96,-250
20140326ATLMIN,0021301065,ATL,MIN,ATL,total, ,240,31,82,7,28,14,16, ,6,34,40,21,16,9,25,2,1,83,210
20140326ATLMIN,0021301065,ATL,MIN,MIN,total, ,240,43,86,9,22,12,16, ,7,38,45,31,14,17,19,1,2,107,-250
20140326LACNOP,0021301066,LAC,NOP,LAC,total, ,240,33,80,13,30,17,28, ,12,28,40,25,21,7,12,9,9,96,-350
20140326LACNOP,0021301066,LAC,NOP,NOP,total, ,240,38,90,3,12,19,25, ,17,36,53,24,20,6,11,9,9,98,290
20140326MIAIND,0021301067,MIA,IND,MIA,total, ,240,28,61,6,19,21,29, ,5,32,37,13,22,6,18,9,0,83,105
20140326MIAIND,0021301067,MIA,IND,IND,total, ,240,30,81,7,14,17,21, ,11,26,37,18,21,8,10,0,9,84,-125
20140326DENSAS,0021301068,DEN,SAS,DEN,total, ,240,38,83,7,19,20,25, ,9,34,43,22,22,13,18,6,6,103,1050
20140326DENSAS,0021301068,DEN,SAS,SAS,total, ,240,43,88,8,20,14,20, ,13,30,43,30,18,11,21,6,6,108,-1600
20140326NYKSAC,0021301069,NYK,SAC,NYK,total, ,240,40,73,15,26,12,13, ,7,27,34,25,30,3,14,4,2,107,-140
20140326NYKSAC,0021301069,NYK,SAC,SAC,total, ,240,33,69,6,17,27,35, ,8,24,32,19,18,7,10,2,4,99,120
20140326MEMUTA,0021301070,MEM,UTA,MEM,total, ,240,36,79,4,9,15,16, ,10,31,41,22,20,6,10,2,4,91,-400
20140326MEMUTA,0021301070,MEM,UTA,UTA,total, ,240,32,69,5,16,18,26, ,6,29,35,22,14,9,12,4,2,87,330
20140327PORATL,0021301071,POR,ATL,POR,total, ,240,37,80,10,26,16,21, ,13,34,47,24,20,4,13,5,1,100,-200
20140327PORATL,0021301071,POR,ATL,ATL,total, ,240,34,84,4,22,13,17, ,10,29,39,17,19,6,10,1,5,85,170
20140327PHIHOU,0021301072,PHI,HOU,PHI,total, ,240,35,90,14,36,14,22, ,14,25,39,23,26,9,21,5,6,98,1800
20140327PHIHOU,0021301072,PHI,HOU,HOU,total, ,240,44,90,9,26,23,34, ,17,40,57,27,22,13,20,6,5,120,-6000
20140327LALMIL,0021301073,LAL,MIL,LAL,total, ,240,42,85,7,21,14,18, ,13,25,38,23,24,10,20,1,8,105,120
20140327LALMIL,0021301073,LAL,MIL,MIL,total, ,240,39,70,6,10,24,34, ,9,24,33,15,21,9,18,8,1,108,-140
20140327LACDAL,0021301074,LAC,DAL,LAC,total, ,240,38,82,11,26,22,25, ,13,28,41,22,24,10,19,3,4,109,-110
20140327LACDAL,0021301074,LAC,DAL,DAL,total, ,240,37,79,10,20,19,27, ,11,32,43,21,21,12,17,4,3,103,-110
20140328CHAORL,0021301075,CHA,ORL,CHA,total, ,265,43,97,8,22,11,14, ,9,27,36,24,22,7,10,7,6,105,-200
20140328CHAORL,0021301075,CHA,ORL,ORL,total, ,265,39,87,6,18,26,35, ,19,38,57,17,14,6,17,6,7,110,170
20140328BOSTOR,0021301076,BOS,TOR,BOS,total, ,240,40,76,6,18,17,20, ,8,26,34,22,21,7,16,2,5,103,425
20140328BOSTOR,0021301076,BOS,TOR,TOR,total, ,240,40,86,5,20,20,22, ,12,24,36,23,18,10,10,5,2,105,-550
20140328INDWAS,0021301077,IND,WAS,IND,total, ,240,28,79,2,13,20,25, ,13,35,48,13,19,5,17,9,4,78,-125
20140328INDWAS,0021301077,IND,WAS,WAS,total, ,240,34,87,7,23,16,17, ,12,31,43,20,21,6,8,4,9,91,105
20140328CLEBKN,0021301078,CLE,BKN,CLE,total, ,240,37,87,10,24,13,16, ,10,25,35,25,16,6,12,2,4,97,350
20140328CLEBKN,0021301078,CLE,BKN,BKN,total, ,240,39,71,14,29,16,21, ,7,34,41,24,16,10,17,4,2,108,-450
20140328MIADET,0021301079,MIA,DET,MIA,total, ,240,43,79,8,19,16,22, ,10,37,47,31,14,6,8,4,4,110,-215
20140328MIADET,0021301079,MIA,DET,DET,total, ,240,30,79,3,24,15,21, ,12,24,36,20,22,6,11,4,4,78,185
20140328PORCHI,0021301080,POR,CHI,POR,total, ,240,35,80,10,22,11,16, ,10,37,47,19,14,8,9,7,1,91,165
20140328PORCHI,0021301080,POR,CHI,CHI,total, ,240,33,84,3,17,5,7, ,12,34,46,23,16,5,12,1,7,74,-185
20140328LALMIN,0021301081,LAL,MIN,LAL,total, ,240,44,102,7,25,12,15, ,14,12,26,22,30,15,8,2,2,107,550
20140328LALMIN,0021301081,LAL,MIN,MIN,total, ,240,51,76,8,18,33,40, ,9,40,49,33,14,6,21,2,2,143,-800
20140328UTANOP,0021301082,UTA,NOP,UTA,total, ,240,33,68,7,21,22,27, ,6,25,31,26,28,8,18,5,8,95,250
20140328UTANOP,0021301082,UTA,NOP,NOP,total, ,240,36,71,6,14,24,32, ,11,26,37,26,25,9,13,8,5,102,-300
20140328SACOKC,0021301083,SAC,OKC,SAC,total, ,240,31,85,9,18,10,16, ,17,32,49,17,22,6,16,1,8,81,800
20140328SACOKC,0021301083,SAC,OKC,OKC,total, ,240,33,69,9,23,19,25, ,3,35,38,26,22,8,14,8,1,94,-1300
20140328SASDEN,0021301084,SAS,DEN,SAS,total, ,240,55,98,13,24,10,14, ,11,40,51,37,25,6,14,10,8,133,-350
20140328SASDEN,0021301084,SAS,DEN,DEN,total, ,240,35,87,6,23,26,35, ,10,31,41,15,19,7,12,8,10,102,290
20140328NYKPHX,0021301085,NYK,PHX,NYK,total, ,240,35,87,8,25,10,16, ,13,24,37,14,24,7,11,2,7,88,220
20140328NYKPHX,0021301085,NYK,PHX,PHX,total, ,240,40,88,14,33,18,23, ,18,38,56,18,19,8,12,7,2,112,-260
20140328MEMGSW,0021301086,MEM,GSW,MEM,total, ,240,41,81,2,12,9,16, ,9,24,33,24,15,9,9,4,6,93,125
20140328MEMGSW,0021301086,MEM,GSW,GSW,total, ,240,40,81,9,20,11,14, ,10,33,43,22,14,5,12,6,4,100,-145
20140329DETPHI,0021301087,DET,PHI,DET,total, ,240,33,85,6,21,26,32, ,15,29,44,20,20,8,18,6,8,98,-250
20140329DETPHI,0021301087,DET,PHI,PHI,total, ,240,48,92,12,21,15,19, ,13,33,46,29,25,14,14,8,6,123,210
20140329LACHOU,0021301088,LAC,HOU,LAC,total, ,240,42,89,12,41,22,36, ,12,31,43,26,29,10,9,10,3,118,100
20140329LACHOU,0021301088,LAC,HOU,HOU,total, ,240,32,79,7,25,36,45, ,14,35,49,14,25,2,19,3,10,107,-120
20140329ATLWAS,0021301089,ATL,WAS,ATL,total, ,240,34,80,9,31,20,28, ,10,30,40,20,22,6,12,2,5,97,210
20140329ATLWAS,0021301089,ATL,WAS,WAS,total, ,240,39,79,6,14,17,25, ,11,33,44,17,22,11,13,5,2,101,-250
20140329SACDAL,0021301090,SAC,DAL,SAC,total, ,240,42,81,3,10,13,19, ,14,33,47,17,29,10,18,2,7,100,650
20140329SACDAL,0021301090,SAC,DAL,DAL,total, ,240,34,70,7,23,28,35, ,6,29,35,28,18,6,12,7,2,103,-900
20140329MIAMIL,0021301091,MIA,MIL,MIA,total, ,240,32,74,7,23,17,21, ,14,29,43,18,12,5,11,8,4,88,-500
